,genus_init,genus_gtdb,quality,genome_id
GCF_000744225.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000744225.1
GCF_000744655.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000744655.1
GCF_000744705.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000744705.1
GCF_000744785.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000744785.1
GCF_000744815.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000744815.1
GCF_000745345.1,Streptomyces,Streptomyces_G,MQ,GCF_000745345.1
GCF_000761215.1,Streptomyces,Streptomyces_G,HQ,GCF_000761215.1
GCF_000764715.1,Streptomyces,Streptomyces_G,MQ,GCF_000764715.1
GCF_000772045.1,Streptomyces,Streptomyces_G,HQ,GCF_000772045.1
GCF_000787755.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_000787755.1
GCF_000787775.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_000787775.1
GCF_000787795.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000787795.1
GCF_000787815.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_000787815.1
GCF_000787835.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_000787835.1
GCF_000787855.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_000787855.1
GCF_000797385.1,Streptomyces,Streptomyces_G,LQ,GCF_000797385.1
GCF_000800535.1,Streptomyces,Streptomyces_G,MQ,GCF_000800535.1
GCF_000802245.2,Streptomyces,Streptomyces_G,HQ,GCF_000802245.2
GCF_000805335.1,Streptomyces,Streptomyces_G,MQ,GCF_000805335.1
GCF_000813365.1,Streptomyces,Streptomyces_G,MQ,GCF_000813365.1
GCF_000816025.1,Streptomyces,Streptomyces_G,HQ,GCF_000816025.1
GCF_000816465.3,Streptomyces,Streptomyces_G,HQ,GCF_000816465.3
GCF_000816485.1,Streptomyces,Streptomyces_G,LQ,GCF_000816485.1
GCF_000818195.1,Streptomyces,Streptomyces_G,MQ,GCF_000818195.1
GCF_000819545.1,Streptomyces,Streptomyces_G,HQ,GCF_000819545.1
GCF_000827005.1,Streptomyces,Streptomyces_G,HQ,GCF_000827005.1
GCF_000829695.1,Streptomyces,Streptomyces_G,MQ,GCF_000829695.1
GCF_000829715.2,Streptomyces,Streptomyces_G,MQ,GCF_000829715.2
GCF_000830005.1,Streptomyces,Streptomyces_G,HQ,GCF_000830005.1
GCF_000836635.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_000836635.1
GCF_000931445.1,Streptomyces,Streptomyces_G,HQ,GCF_000931445.1
GCF_000932225.2,Streptomyces,Streptomyces_G,MQ,GCF_000932225.2
GCF_000935125.1,Streptomyces,Streptomyces_G,MQ,GCF_000935125.1
GCF_000935135.2,Streptomyces,Streptomyces_G,MQ,GCF_000935135.2
GCF_000935185.3,Streptomyces,Streptomyces_G,HQ,GCF_000935185.3
GCF_000952035.2,Streptomyces,Streptomyces_G,HQ,GCF_000952035.2
GCF_000955965.1,Streptomyces,Streptomyces_G,LQ,GCF_000955965.1
GCF_000956015.1,Streptomyces,Streptomyces_G,LQ,GCF_000956015.1
GCF_000958545.1,Streptomyces,Streptomyces_G,LQ,GCF_000958545.1
GCF_000961885.1,Streptomyces,non-Streptomyces_G,LQ,GCF_000961885.1
GCF_000966955.1,Streptomyces,non-Streptomyces_G,LQ,GCF_000966955.1
GCF_000966965.1,Streptomyces,Streptomyces_G,LQ,GCF_000966965.1
GCF_000966975.1,Streptomyces,Streptomyces_G,LQ,GCF_000966975.1
GCF_000968255.1,Streptomyces,Streptomyces_G,MQ,GCF_000968255.1
GCF_000968685.2,Streptomyces,Streptomyces_G,LQ,GCF_000968685.2
GCF_000972385.1,Streptomyces,Streptomyces_G,LQ,GCF_000972385.1
GCF_000972395.1,Streptomyces,Streptomyces_G,LQ,GCF_000972395.1
GCF_000972435.1,Streptomyces,Streptomyces_G,LQ,GCF_000972435.1
GCF_000974485.1,Streptomyces,Streptomyces_G,MQ,GCF_000974485.1
GCF_000974985.2,Streptomyces,Streptomyces_G,LQ,GCF_000974985.2
GCF_000978515.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_000978515.1
GCF_000980885.2,Streptomyces,Streptomyces_G,LQ,GCF_000980885.2
GCF_000981895.1,Streptomyces,Streptomyces_G,LQ,GCF_000981895.1
GCF_000988945.1,Streptomyces,Streptomyces_G,LQ,GCF_000988945.1
GCF_000993785.3,Streptomyces,Streptomyces_G,HQ,GCF_000993785.3
GCF_001005085.2,Streptomyces,Streptomyces_G,LQ,GCF_001005085.2
GCF_001005295.1,Streptomyces,Streptomyces_G,MQ,GCF_001005295.1
GCF_001005405.1,Streptomyces,Streptomyces_G,LQ,GCF_001005405.1
GCF_001008135.1,Streptomyces,Streptomyces_G,LQ,GCF_001008135.1
GCF_001008345.1,Streptomyces,Streptomyces_G,LQ,GCF_001008345.1
GCF_001011035.1,Streptomyces,Streptomyces_G,HQ,GCF_001011035.1
GCF_001013905.1,Streptomyces,Streptomyces_G,HQ,GCF_001013905.1
GCF_001014595.1,Streptomyces,Streptomyces_G,LQ,GCF_001014595.1
GCF_001027185.1,Streptomyces,Streptomyces_G,HQ,GCF_001027185.1
GCF_001040905.1,Streptomyces,Streptomyces_G,HQ,GCF_001040905.1
GCF_001044185.1,Streptomyces,Streptomyces_G,LQ,GCF_001044185.1
GCF_001044425.1,Streptomyces,Streptomyces_G,LQ,GCF_001044425.1
GCF_001047315.1,Streptomyces,Streptomyces_G,LQ,GCF_001047315.1
GCF_001047325.1,Streptomyces,Streptomyces_G,LQ,GCF_001047325.1
GCF_001049855.1,Streptomyces,Streptomyces_G,MQ,GCF_001049855.1
GCF_001083795.1,Streptomyces,Streptomyces_G,LQ,GCF_001083795.1
GCF_001182915.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_001182915.1
GCF_001184025.1,Streptomyces,Streptomyces_G,MQ,GCF_001184025.1
GCF_001187435.1,Streptomyces,Streptomyces_G,MQ,GCF_001187435.1
GCF_001188955.3,non-Streptomyces,non-Streptomyces_G,LQ,GCF_001188955.3
GCF_001189015.1,Streptomyces,Streptomyces_G,MQ,GCF_001189015.1
GCF_001189025.1,Streptomyces,Streptomyces_G,MQ,GCF_001189025.1
GCF_001189035.1,Streptomyces,Streptomyces_G,MQ,GCF_001189035.1
GCF_001190165.1,Streptomyces,Streptomyces_G,LQ,GCF_001190165.1
GCF_001267885.1,Streptomyces,Streptomyces_G,HQ,GCF_001267885.1
GCF_001270025.1,Streptomyces,Streptomyces_G,LQ,GCF_001270025.1
GCF_001270485.1,Streptomyces,Streptomyces_G,LQ,GCF_001270485.1
GCF_001270495.1,Streptomyces,Streptomyces_G,LQ,GCF_001270495.1
GCF_001270505.1,Streptomyces,Streptomyces_G,LQ,GCF_001270505.1
GCF_001270515.1,Streptomyces,Streptomyces_G,LQ,GCF_001270515.1
GCF_001270565.1,Streptomyces,Streptomyces_G,LQ,GCF_001270565.1
GCF_001270575.1,Streptomyces,Streptomyces_G,LQ,GCF_001270575.1
GCF_001270585.1,Streptomyces,Streptomyces_G,LQ,GCF_001270585.1
GCF_001270635.1,Streptomyces,Streptomyces_G,LQ,GCF_001270635.1
GCF_001270675.1,Streptomyces,Streptomyces_G,LQ,GCF_001270675.1
GCF_001278075.1,Streptomyces,Streptomyces_G,HQ,GCF_001278075.1
GCF_001278095.1,Streptomyces,Streptomyces_G,HQ,GCF_001278095.1
GCF_001279005.1,Streptomyces,Streptomyces_G,LQ,GCF_001279005.1
GCF_001279015.1,Streptomyces,Streptomyces_G,LQ,GCF_001279015.1
GCF_001279025.1,Streptomyces,Streptomyces_G,LQ,GCF_001279025.1
GCF_001279065.1,Streptomyces,Streptomyces_G,LQ,GCF_001279065.1
GCF_001279075.1,Streptomyces,Streptomyces_G,LQ,GCF_001279075.1
GCF_001279095.1,Streptomyces,Streptomyces_G,LQ,GCF_001279095.1
GCF_001279105.1,Streptomyces,Streptomyces_G,LQ,GCF_001279105.1
GCF_001279345.1,Streptomyces,Streptomyces_G,LQ,GCF_001279345.1
GCF_001279355.1,Streptomyces,Streptomyces_G,LQ,GCF_001279355.1
GCF_001279365.1,Streptomyces,Streptomyces_G,LQ,GCF_001279365.1
GCF_001279375.1,Streptomyces,Streptomyces_G,LQ,GCF_001279375.1
GCF_001279425.1,Streptomyces,Streptomyces_G,LQ,GCF_001279425.1
GCF_001279445.1,Streptomyces,Streptomyces_G,LQ,GCF_001279445.1
GCF_001279455.1,Streptomyces,Streptomyces_G,LQ,GCF_001279455.1
GCF_001279485.1,Streptomyces,Streptomyces_G,LQ,GCF_001279485.1
GCF_001279495.1,Streptomyces,Streptomyces_G,LQ,GCF_001279495.1
GCF_001279545.1,Streptomyces,Streptomyces_G,LQ,GCF_001279545.1
GCF_001279605.1,Streptomyces,Streptomyces_G,LQ,GCF_001279605.1
GCF_001279615.1,Streptomyces,Streptomyces_G,LQ,GCF_001279615.1
GCF_001279625.1,Streptomyces,Streptomyces_G,LQ,GCF_001279625.1
GCF_001279655.1,Streptomyces,Streptomyces_G,LQ,GCF_001279655.1
GCF_001279685.1,Streptomyces,Streptomyces_G,LQ,GCF_001279685.1
GCF_001279695.1,Streptomyces,Streptomyces_G,LQ,GCF_001279695.1
GCF_001279725.1,Streptomyces,Streptomyces_G,LQ,GCF_001279725.1
GCF_001279735.1,Streptomyces,Streptomyces_G,LQ,GCF_001279735.1
GCF_001279765.1,Streptomyces,Streptomyces_G,LQ,GCF_001279765.1
GCF_001279775.1,Streptomyces,Streptomyces_G,LQ,GCF_001279775.1
GCF_001279805.1,Streptomyces,non-Streptomyces_G,LQ,GCF_001279805.1
GCF_001279815.1,Streptomyces,Streptomyces_G,LQ,GCF_001279815.1
GCF_001279845.1,Streptomyces,Streptomyces_G,LQ,GCF_001279845.1
GCF_001279855.1,Streptomyces,Streptomyces_G,LQ,GCF_001279855.1
GCF_001279885.1,Streptomyces,Streptomyces_G,LQ,GCF_001279885.1
GCF_001279905.1,Streptomyces,Streptomyces_G,LQ,GCF_001279905.1
GCF_001279925.1,Streptomyces,Streptomyces_G,LQ,GCF_001279925.1
GCF_001279935.1,Streptomyces,Streptomyces_G,LQ,GCF_001279935.1
GCF_001279965.1,Streptomyces,Streptomyces_G,LQ,GCF_001279965.1
GCF_001279985.1,Streptomyces,Streptomyces_G,LQ,GCF_001279985.1
GCF_001280005.1,Streptomyces,Streptomyces_G,LQ,GCF_001280005.1
GCF_001280015.1,Streptomyces,Streptomyces_G,LQ,GCF_001280015.1
GCF_001280045.1,Streptomyces,Streptomyces_G,LQ,GCF_001280045.1
GCF_001280065.1,Streptomyces,Streptomyces_G,LQ,GCF_001280065.1
GCF_001280095.1,Streptomyces,Streptomyces_G,LQ,GCF_001280095.1
GCF_001280125.1,Streptomyces,Streptomyces_G,LQ,GCF_001280125.1
GCF_001280885.1,Streptomyces,Streptomyces_G,LQ,GCF_001280885.1
GCF_001282115.1,Streptomyces,Streptomyces_G,LQ,GCF_001282115.1
GCF_001293595.1,Streptomyces,Streptomyces_G,MQ,GCF_001293595.1
GCF_001294335.1,Streptomyces,Streptomyces_G,LQ,GCF_001294335.1
GCF_001294345.1,Streptomyces,Streptomyces_G,LQ,GCF_001294345.1
GCF_001414545.1,Streptomyces,Streptomyces_G,MQ,GCF_001414545.1
GCF_001417675.1,Streptomyces,Streptomyces_G,MQ,GCF_001417675.1
GCF_001417695.1,Streptomyces,Streptomyces_G,MQ,GCF_001417695.1
GCF_001417735.1,Streptomyces,Streptomyces_G,MQ,GCF_001417735.1
GCF_001417775.1,Streptomyces,Streptomyces_G,MQ,GCF_001417775.1
GCF_001418125.1,Streptomyces,Streptomyces_G,LQ,GCF_001418125.1
GCF_001418135.1,Streptomyces,Streptomyces_G,LQ,GCF_001418135.1
GCF_001418165.1,Streptomyces,Streptomyces_G,LQ,GCF_001418165.1
GCF_001418175.1,Streptomyces,Streptomyces_G,LQ,GCF_001418175.1
GCF_001418325.1,Streptomyces,Streptomyces_G,LQ,GCF_001418325.1
GCF_001418335.1,Streptomyces,Streptomyces_G,LQ,GCF_001418335.1
GCF_001418385.1,Streptomyces,Streptomyces_G,LQ,GCF_001418385.1
GCF_001418395.1,Streptomyces,Streptomyces_G,LQ,GCF_001418395.1
GCF_001418415.1,Streptomyces,Streptomyces_G,LQ,GCF_001418415.1
GCF_001418465.1,Streptomyces,Streptomyces_G,LQ,GCF_001418465.1
GCF_001418475.1,Streptomyces,Streptomyces_G,LQ,GCF_001418475.1
GCF_001418495.1,Streptomyces,Streptomyces_G,LQ,GCF_001418495.1
GCF_001418505.1,Streptomyces,Streptomyces_G,LQ,GCF_001418505.1
GCF_001418545.1,Streptomyces,Streptomyces_G,LQ,GCF_001418545.1
GCF_001418565.1,Streptomyces,Streptomyces_G,LQ,GCF_001418565.1
GCF_001418575.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_001418575.1
GCF_001418585.1,Streptomyces,Streptomyces_G,LQ,GCF_001418585.1
GCF_001418625.1,Streptomyces,Streptomyces_G,LQ,GCF_001418625.1
GCF_001418645.1,Streptomyces,Streptomyces_G,LQ,GCF_001418645.1
GCF_001418655.1,Streptomyces,Streptomyces_G,LQ,GCF_001418655.1
GCF_001419685.1,Streptomyces,Streptomyces_G,LQ,GCF_001419685.1
GCF_001419695.1,Streptomyces,Streptomyces_G,LQ,GCF_001419695.1
GCF_001419705.1,Streptomyces,Streptomyces_G,LQ,GCF_001419705.1
GCF_001419745.1,Streptomyces,Streptomyces_G,LQ,GCF_001419745.1
GCF_001419765.1,Streptomyces,Streptomyces_G,LQ,GCF_001419765.1
GCF_001419795.1,Streptomyces,Streptomyces_G,LQ,GCF_001419795.1
GCF_001424875.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_001424875.1
GCF_001425805.1,Streptomyces,Streptomyces_G,MQ,GCF_001425805.1
GCF_001426325.1,Streptomyces,Streptomyces_G,MQ,GCF_001426325.1
GCF_001426405.1,Streptomyces,Streptomyces_G,MQ,GCF_001426405.1
GCF_001426425.1,Streptomyces,Streptomyces_G,MQ,GCF_001426425.1
GCF_001426585.1,Streptomyces,Streptomyces_G,MQ,GCF_001426585.1
GCF_001426615.1,Streptomyces,Streptomyces_G,MQ,GCF_001426615.1
GCF_001427245.1,Streptomyces,Streptomyces_G,MQ,GCF_001427245.1
GCF_001427565.1,Streptomyces,Streptomyces_G,MQ,GCF_001427565.1
GCF_001427745.1,Streptomyces,Streptomyces_G,MQ,GCF_001427745.1
GCF_001428885.1,Streptomyces,Streptomyces_G,MQ,GCF_001428885.1
GCF_001429805.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_001429805.1
GCF_001431765.1,Streptomyces,Streptomyces_G,HQ,GCF_001431765.1
GCF_001434355.1,Streptomyces,Streptomyces_G,HQ,GCF_001434355.1
GCF_001445655.1,Streptomyces,Streptomyces_G,MQ,GCF_001445655.1
GCF_001445835.1,Streptomyces,non-Streptomyces_G,MQ,GCF_001445835.1
GCF_001447075.1,Streptomyces,Streptomyces_G,HQ,GCF_001447075.1
GCF_001469455.2,Streptomyces,Streptomyces_G,LQ,GCF_001469455.2
GCF_001482415.1,Streptomyces,Streptomyces_G,MQ,GCF_001482415.1
GCF_001484565.1,Streptomyces,Streptomyces_G,HQ,GCF_001484565.1
GCF_001484625.1,Streptomyces,Streptomyces_G,LQ,GCF_001484625.1
GCF_001485105.1,Streptomyces,Streptomyces_G,LQ,GCF_001485105.1
GCF_001485125.1,Streptomyces,Streptomyces_G,LQ,GCF_001485125.1
GCF_001493375.1,Streptomyces,Streptomyces_G,LQ,GCF_001493375.1
GCF_001507395.1,Streptomyces,Streptomyces_G,LQ,GCF_001507395.1
GCF_001507435.1,Streptomyces,Streptomyces_G,LQ,GCF_001507435.1
GCF_001509475.1,Streptomyces,Streptomyces_G,LQ,GCF_001509475.1
GCF_001509485.1,Streptomyces,Streptomyces_G,LQ,GCF_001509485.1
GCF_001509505.1,Streptomyces,Streptomyces_G,LQ,GCF_001509505.1
GCF_001509565.1,Streptomyces,Streptomyces_G,LQ,GCF_001509565.1
GCF_001509775.1,Streptomyces,Streptomyces_G,LQ,GCF_001509775.1
GCF_001509785.1,Streptomyces,Streptomyces_G,LQ,GCF_001509785.1
GCF_001509795.1,Streptomyces,Streptomyces_G,LQ,GCF_001509795.1
GCF_001513955.1,Streptomyces,Streptomyces_G,MQ,GCF_001513955.1
GCF_001513965.1,Streptomyces,Streptomyces_G,LQ,GCF_001513965.1
GCF_001513975.1,Streptomyces,Streptomyces_G,MQ,GCF_001513975.1
GCF_001513985.1,Streptomyces,Streptomyces_G,MQ,GCF_001513985.1
GCF_001514035.1,Streptomyces,Streptomyces_G,MQ,GCF_001514035.1
GCF_001514045.1,Streptomyces,Streptomyces_G,MQ,GCF_001514045.1
GCF_001514055.1,Streptomyces,Streptomyces_G,MQ,GCF_001514055.1
GCF_001514065.1,Streptomyces,Streptomyces_G,MQ,GCF_001514065.1
GCF_001514115.1,Streptomyces,Streptomyces_G,MQ,GCF_001514115.1
GCF_001514125.1,Streptomyces,Streptomyces_G,MQ,GCF_001514125.1
GCF_001514135.1,Streptomyces,Streptomyces_G,MQ,GCF_001514135.1
GCF_001514145.1,Streptomyces,Streptomyces_G,MQ,GCF_001514145.1
GCF_001514195.1,Streptomyces,Streptomyces_G,MQ,GCF_001514195.1
GCF_001514205.1,Streptomyces,Streptomyces_G,MQ,GCF_001514205.1
GCF_001514215.1,Streptomyces,Streptomyces_G,MQ,GCF_001514215.1
GCF_001514235.1,Streptomyces,Streptomyces_G,MQ,GCF_001514235.1
GCF_001514265.1,Streptomyces,Streptomyces_G,MQ,GCF_001514265.1
GCF_001514285.1,Streptomyces,Streptomyces_G,MQ,GCF_001514285.1
GCF_001514305.1,Streptomyces,Streptomyces_G,LQ,GCF_001514305.1
GCF_001517125.1,Streptomyces,Streptomyces_G,LQ,GCF_001517125.1
GCF_001531145.1,Streptomyces,Streptomyces_G,MQ,GCF_001531145.1
GCF_001541145.1,Streptomyces,Streptomyces_G,LQ,GCF_001541145.1
GCF_001542625.1,Streptomyces,Streptomyces_G,HQ,GCF_001542625.1
GCF_001550215.1,Streptomyces,Streptomyces_G,LQ,GCF_001550215.1
GCF_001550225.1,Streptomyces,Streptomyces_G,LQ,GCF_001550225.1
GCF_001550235.1,Streptomyces,Streptomyces_G,LQ,GCF_001550235.1
GCF_001550245.1,Streptomyces,Streptomyces_G,LQ,GCF_001550245.1
GCF_001550295.1,Streptomyces,Streptomyces_G,LQ,GCF_001550295.1
GCF_001550315.1,Streptomyces,Streptomyces_G,LQ,GCF_001550315.1
GCF_001550325.1,Streptomyces,Streptomyces_G,LQ,GCF_001550325.1
GCF_001550375.1,Streptomyces,Streptomyces_G,LQ,GCF_001550375.1
GCF_001553435.1,Streptomyces,Streptomyces_G,LQ,GCF_001553435.1
GCF_001553455.1,Streptomyces,Streptomyces_G,LQ,GCF_001553455.1
GCF_001553475.1,Streptomyces,Streptomyces_G,LQ,GCF_001553475.1
GCF_001570645.1,Streptomyces,Streptomyces_G,LQ,GCF_001570645.1
GCF_001572115.1,Streptomyces,Streptomyces_G,LQ,GCF_001572115.1
GCF_001577385.1,Streptomyces,Streptomyces_G,HQ,GCF_001577385.1
GCF_001579685.1,Streptomyces,Streptomyces_G,LQ,GCF_001579685.1
GCF_001590865.1,Streptomyces,Streptomyces_G,MQ,GCF_001590865.1
GCF_001592685.1,Streptomyces,Streptomyces_G,MQ,GCF_001592685.1
GCF_001595515.1,Streptomyces,Streptomyces_G,LQ,GCF_001595515.1
GCF_001598115.1,Streptomyces,Streptomyces_G,HQ,GCF_001598115.1
GCF_001611795.1,Streptomyces,Streptomyces_G,HQ,GCF_001611795.1
GCF_001625365.1,Streptomyces,non-Streptomyces_G,MQ,GCF_001625365.1
GCF_001632865.1,Streptomyces,Streptomyces_G,HQ,GCF_001632865.1
GCF_001636945.2,Streptomyces,Streptomyces_G,HQ,GCF_001636945.2
GCF_001640565.1,Streptomyces,Streptomyces_G,MQ,GCF_001640565.1
GCF_001642695.1,Streptomyces,Streptomyces_G,LQ,GCF_001642695.1
GCF_001642995.1,Streptomyces,Streptomyces_G,LQ,GCF_001642995.1
GCF_001646665.1,Streptomyces,Streptomyces_G,LQ,GCF_001646665.1
GCF_001650215.1,Streptomyces,Streptomyces_G,HQ,GCF_001650215.1
GCF_001652895.1,Streptomyces,Streptomyces_G,LQ,GCF_001652895.1
GCF_001653115.1,Streptomyces,Streptomyces_G,LQ,GCF_001653115.1
GCF_001653515.1,Streptomyces,Streptomyces_G,LQ,GCF_001653515.1
GCF_001654495.1,Streptomyces,Streptomyces_G,HQ,GCF_001654495.1
GCF_001660045.1,Streptomyces,Streptomyces_G,HQ,GCF_001660045.1
GCF_001661615.1,Streptomyces,Streptomyces_G,LQ,GCF_001661615.1
GCF_001672315.1,Streptomyces,Streptomyces_G,MQ,GCF_001672315.1
GCF_001685355.1,Streptomyces,Streptomyces_G,HQ,GCF_001685355.1
GCF_001687325.1,Streptomyces,Streptomyces_G,MQ,GCF_001687325.1
GCF_001693675.1,Streptomyces,Streptomyces_G,HQ,GCF_001693675.1
GCF_001700505.1,Streptomyces,Streptomyces_G,LQ,GCF_001700505.1
GCF_001700515.1,Streptomyces,Streptomyces_G,LQ,GCF_001700515.1
GCF_001704195.1,Streptomyces,Streptomyces_G,HQ,GCF_001704195.1
GCF_001704635.1,Streptomyces,Streptomyces_G,LQ,GCF_001704635.1
GCF_001705785.1,Streptomyces,Streptomyces_G,LQ,GCF_001705785.1
GCF_001715295.1,Streptomyces,Streptomyces_G,MQ,GCF_001715295.1
GCF_001723055.1,Streptomyces,Streptomyces_G,LQ,GCF_001723055.1
GCF_001723065.1,Streptomyces,Streptomyces_G,LQ,GCF_001723065.1
GCF_001723075.1,Streptomyces,Streptomyces_G,LQ,GCF_001723075.1
GCF_001723115.1,Streptomyces,Streptomyces_G,LQ,GCF_001723115.1
GCF_001729485.1,Streptomyces,Streptomyces_G,HQ,GCF_001729485.1
GCF_001735805.1,Streptomyces,Streptomyces_G,HQ,GCF_001735805.1
GCF_001746285.1,Streptomyces,Streptomyces_G,LQ,GCF_001746285.1
GCF_001746295.1,Streptomyces,Streptomyces_G,MQ,GCF_001746295.1
GCF_001746305.1,Streptomyces,Streptomyces_G,LQ,GCF_001746305.1
GCF_001746315.1,Streptomyces,Streptomyces_G,LQ,GCF_001746315.1
GCF_001746365.1,Streptomyces,Streptomyces_G,LQ,GCF_001746365.1
GCF_001746415.1,Streptomyces,Streptomyces_G,MQ,GCF_001746415.1
GCF_001746425.1,Streptomyces,Streptomyces_G,MQ,GCF_001746425.1
GCF_001746455.1,Streptomyces,Streptomyces_G,MQ,GCF_001746455.1
GCF_001746465.1,Streptomyces,Streptomyces_G,MQ,GCF_001746465.1
GCF_001746475.1,Streptomyces,Streptomyces_G,MQ,GCF_001746475.1
GCF_001748085.1,Streptomyces,Streptomyces_G,MQ,GCF_001748085.1
GCF_001748165.1,Streptomyces,Streptomyces_G,MQ,GCF_001748165.1
GCF_001748305.1,Streptomyces,Streptomyces_G,LQ,GCF_001748305.1
GCF_001750785.1,Streptomyces,Streptomyces_G,HQ,GCF_001750785.1
GCF_001751245.1,Streptomyces,Streptomyces_G,LQ,GCF_001751245.1
GCF_001751255.1,Streptomyces,Streptomyces_G,LQ,GCF_001751255.1
GCF_001751305.1,Streptomyces,Streptomyces_G,LQ,GCF_001751305.1
GCF_001751345.1,Streptomyces,Streptomyces_G,MQ,GCF_001751345.1
GCF_001751365.1,Streptomyces,Streptomyces_G,MQ,GCF_001751365.1
GCF_001751375.1,Streptomyces,Streptomyces_G,MQ,GCF_001751375.1
GCF_001753425.1,Streptomyces,Streptomyces_G,HQ,GCF_001753425.1
GCF_001756925.1,Streptomyces,Streptomyces_G,LQ,GCF_001756925.1
GCF_001767375.1,Streptomyces,Streptomyces_G,HQ,GCF_001767375.1
GCF_001865245.1,Streptomyces,Streptomyces_G,LQ,GCF_001865245.1
GCF_001865255.1,Streptomyces,Streptomyces_G,LQ,GCF_001865255.1
GCF_001865315.1,Streptomyces,Streptomyces_G,MQ,GCF_001865315.1
GCF_001865795.1,Streptomyces,Streptomyces_G,MQ,GCF_001865795.1
GCF_001866645.1,Streptomyces,Streptomyces_G,LQ,GCF_001866645.1
GCF_001866665.1,Streptomyces,Streptomyces_G,LQ,GCF_001866665.1
GCF_001866675.1,Streptomyces,Streptomyces_G,LQ,GCF_001866675.1
GCF_001879105.1,Streptomyces,non-Streptomyces_G,LQ,GCF_001879105.1
GCF_001886595.1,Streptomyces,Streptomyces_G,HQ,GCF_001886595.1
GCF_001895105.1,Streptomyces,Streptomyces_G,MQ,GCF_001895105.1
GCF_001896135.2,Streptomyces,Streptomyces_G,MQ,GCF_001896135.2
GCF_001905005.1,Streptomyces,Streptomyces_G,MQ,GCF_001905005.1
GCF_001905025.1,Streptomyces,Streptomyces_G,MQ,GCF_001905025.1
GCF_001905045.1,Streptomyces,non-Streptomyces_G,MQ,GCF_001905045.1
GCF_001905125.1,Streptomyces,Streptomyces_G,MQ,GCF_001905125.1
GCF_001905345.1,Streptomyces,Streptomyces_G,MQ,GCF_001905345.1
GCF_001905365.1,Streptomyces,Streptomyces_G,MQ,GCF_001905365.1
GCF_001905385.1,Streptomyces,Streptomyces_G,MQ,GCF_001905385.1
GCF_001905405.1,Streptomyces,Streptomyces_G,MQ,GCF_001905405.1
GCF_001905425.1,Streptomyces,Streptomyces_G,MQ,GCF_001905425.1
GCF_001905445.1,Streptomyces,Streptomyces_G,MQ,GCF_001905445.1
GCF_001905465.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_001905465.1
GCF_001905485.1,Streptomyces,Streptomyces_G,MQ,GCF_001905485.1
GCF_001905505.1,Streptomyces,Streptomyces_G,MQ,GCF_001905505.1
GCF_001905525.1,Streptomyces,Streptomyces_G,MQ,GCF_001905525.1
GCF_001905545.1,Streptomyces,non-Streptomyces_G,MQ,GCF_001905545.1
GCF_001905575.1,Streptomyces,Streptomyces_G,MQ,GCF_001905575.1
GCF_001905595.1,Streptomyces,Streptomyces_G,MQ,GCF_001905595.1
GCF_001905645.1,Streptomyces,Streptomyces_G,MQ,GCF_001905645.1
GCF_001905665.1,Streptomyces,Streptomyces_G,MQ,GCF_001905665.1
GCF_001905705.1,Streptomyces,Streptomyces_G,MQ,GCF_001905705.1
GCF_001905725.1,Streptomyces,Streptomyces_G,MQ,GCF_001905725.1
GCF_001905735.1,Streptomyces,Streptomyces_G,MQ,GCF_001905735.1
GCF_001905785.1,Streptomyces,Streptomyces_G,MQ,GCF_001905785.1
GCF_001905795.1,Streptomyces,Streptomyces_G,MQ,GCF_001905795.1
GCF_001905825.1,Streptomyces,Streptomyces_G,MQ,GCF_001905825.1
GCF_001905845.1,Streptomyces,Streptomyces_G,MQ,GCF_001905845.1
GCF_001905855.1,Streptomyces,Streptomyces_G,MQ,GCF_001905855.1
GCF_001905885.1,Streptomyces,Streptomyces_G,MQ,GCF_001905885.1
GCF_001905905.1,Streptomyces,Streptomyces_G,MQ,GCF_001905905.1
GCF_001906585.1,Streptomyces,Streptomyces_G,LQ,GCF_001906585.1
GCF_001931635.1,Streptomyces,Streptomyces_G,HQ,GCF_001931635.1
GCF_001941265.1,Streptomyces,Streptomyces_G,LQ,GCF_001941265.1
GCF_001941275.1,Streptomyces,Streptomyces_G,LQ,GCF_001941275.1
GCF_001941285.1,Streptomyces,Streptomyces_G,LQ,GCF_001941285.1
GCF_001941325.1,Streptomyces,Streptomyces_G,LQ,GCF_001941325.1
GCF_001941845.1,Streptomyces,Streptomyces_G,HQ,GCF_001941845.1
